"","X","Y","OBJECTID","waterCompanyName","siteNameEA","siteNameWASC","permitReferenceEA","permitReferenceWaSC","activityReference","assetType","treatmentType","outletDischargeNGRoriginal","outletDischargeNGRmappedRT","walesAssetNGR","wfdWaterbodyID","wfdWaterbodyName","recievingWaterName","shellfishWater","bathingWater","totalDurationAllSpillsHrs","countedSpills","longTermAverageSpillCount","investigationTrigger","investigationTriggerFlag","edmCommissionDate","edmCommissionYear","edmNumberofYearsOperational","noFullYearsEDMData","edmOperationPercent","edmOperationReason","edmOperationAction","highSpillOperationalReview","highSpillAction","highSpillEnhancement","riversTrustErrorFlag","riversTrustComments","Eastings","Northings","Latitude","Longitude","country","localAuthority","constituencyWestminster","cabaCatchment","eaWaterMgmtArea","eaPublicFaceArea","riverBasinDistrict","sourceDB"
"8592",221822.3171,103760.5754,8592,"South West Water","BARN ORCHARD COTTAGES PS","MARHAMCHURCH SPS_PSCSOEO_BUDE","302092",302092,"A1","Storm discharge at pumping station","Not Applicable","SS2182003760","","","GB108049013730","Upper River Strat","RIVER STRAT","","SUMMERLEAZE",41.6,17,86.16666667,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,221820,103760,50.80592522,-4.530200045,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8594",249912.1194,53321.5655000005,8594,"South West Water","MARINE ROAD NO 1 PUMPING STATION","MARINE ROAD NO1 SPS_PSCSOEO_PLYMSTOCK","032893/PC/01",32893,"A1","Storm discharge at pumping station","Not Applicable","SX4991053320","","","","","THE CATTEWATER PLYM ESTUARY","","PLYMOUTH HOE (EAST & WEST)",8.09,10,8.857142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,249910,53320,50.3605996,-4.111470981,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8595",210632.6317,83730.8400999997,8595,"South West Water","METHODIST CHURCH CSO","MARKET PLACE_CSO_CAMELFORD","301836",NA,"A1","SO on sewer network","Not Applicable","SX1063083730","","","GB108049007060","Upper River Camel","RIVER CAMEL (S)","","",0,0,0,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,210630,83730,50.62244869,-4.678551921,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8597",253611.9814,56151.5421999991,8597,"South West Water","MARKET ROAD CSO","MARKET ROAD_CSO_PLYMPTON","302253",302253,"A1","SO on sewer network","Not Applicable","SX5361056150","","","","","LONGBROOK","","PLYMOUTH HOE (EAST)",100.54,34,45.8,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"5 (installed 2017)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,253610,56150,50.38696651,-4.060590754,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8598",210632.6317,83730.8400999997,8598,"South West Water","MARKET SQUARE CSO","MARKET SQUARE_CSO_CAMELFORD","301835",NA,"A1","SO on sewer network","Not Applicable","SX1063083730","","","GB108049007060","Upper River Camel","RIVER CAMEL (S)","","",0,0,0,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,210630,83730,50.62244869,-4.678551921,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8599",180833.4013,33021.2717000004,8599,"South West Water","CSO AT MARKET STREET","MARKET ST_CSO_FALMOUTH","303017",303017,"A1","SO on sewer network","Not Applicable","SW8083033020","","","","","PENRYN RIVER","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,180830,33020,50.15662507,-5.069665623,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8600",243512.2322,50441.4877000004,8600,"South West Water","KINGSAND SEWAGE PUMPING STATION","MARKET STREET SPS_PSCSOEO_KINGSAND","301903",NA,"A1","Storm discharge at pumping station","Not Applicable","SX4351050440","","","","","CAWSAND BAY (C)","","KINGSAND BEACH",23.72,12,13,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,243510,50440,50.33305022,-4.200182752,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8601",243482.2317,50481.4874000009,8601,"South West Water","KINGSAND SEWAGE PUMPING STATION","MARKET STREET SPS_PSCSOEO_KINGSAND","301903",NA,"A1","Storm discharge at pumping station","Not Applicable","SX4348050480","","","","","CAWSAND BAY (C)","","KINGSAND BEACH",20.15,22,9,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,243480,50480,50.33340171,-4.200620564,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8603",251592.0222,56191.5354999993,8603,"South West Water","MARSH MILLS PUMPING STATION","MARSH MILLS SPST_PSCSOEO_PLYMPTON","302110",302110,"A1","Storm discharge at pumping station","Not Applicable","SX5159056190","","","","","RIVER PLYM (ESTUARINE)","","PLYMOUTH HOE (EAST & WEST)",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"5 (installed 2017)",100,"","","","","",NA,NA,251590,56190,50.38681927,-4.089001533,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8604",252012.0076,56281.5355999991,8604,"South West Water","MARSH MILLS WWTW","MARSH MILLS STW_SSO_PLYMPTON","NRA-SW-6977",NA,"A2","Storm tank at WwTW","Not Applicable","SX5201056280","","","","","RIVER PLYM (ESTUARINE)","","PLYMOUTH HOE (EAST)",266.06,46,83.85714286,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,252010,56280,50.38773405,-4.083133104,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8606",245612.1398,57191.4641999993,8606,"South West Water","MAUNSELL CLOSE CSO","MAUNSELL CLOSE_CSO_PLYMOUTH","302615",302615,"A1","SO on sewer network","Not Applicable","SX4561057190","","","","","WESTON MILL LAKE VIA W'COURSE","Tamar","",1.02,4,1.142857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,245610,57190,50.39426526,-4.173468716,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8613",201161.0893,50954.3458999991,8613,"South West Water","#TBC","MENAGWINS STW_SO_ST AUSTELL","#TBC",NA,"tbc","Inlet SO at WwTW","Not Applicable","SX0115850953","","","GB108048002280","St Austell River","#TBC","","",576.98,31,31,NA,FALSE,"Nov-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,201158,50953,50.32488258,-4.794866516,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8614",201173.0891,50961.3462000005,8614,"South West Water","ST AUSTELL WWTW (MENAGWINS)","MENAGWINS STW_SSO_ST AUSTELL","31294",31294,"A2","Storm tank at WwTW","Not Applicable","SX0117050960","","","GB108048002280","St Austell River","ST AUSTELL RIVER","","PENTEWAN BEACH",1210.02,74,115.5714286,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",99,"","","Performance - Infiltration","Scheduled","Stage 1b: Confirmed ""asset maintenance"" issue",NA,NA,201170,50960,50.32494951,-4.794701832,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8615",228432.4977,62031.3175000008,8615,"South West Water","MENHENIOT WWTW","MENHENIOT STW_SSO_MENHENIOT","15/48/171/P/3A",NA,"A2","Storm tank at WwTW","Not Applicable","SX2843062030","","","GB108048002320","Seaton","TRIBUTARY OF THE RIVER SEATON","","SEATON BEACH (CORNWALL)",871.34,60,49,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,228430,62030,50.43298787,-4.417170634,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8616",166513.8416,19021.2102000006,8616,"South West Water","MULLION TRANSFER PS","MERES VALLEY SPST_PSCSOEO_MULLION","302947",302947,"A1","Storm discharge at pumping station","Not Applicable","SW6651019020","","","","","POLURRIAN COVE (C)","","POLURRIAN COVE BEACH",27.35,18,30,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",99,"","","","","",NA,NA,166510,19020,50.02545078,-5.261254785,"England","Cornwall","St Ives","","","","","EA"
"8618",241062.2275,69271.2107999995,8618,"South West Water","METHERELL WWTW","METHERELL STW_SO_METHERELL","NRA-SW-4999",NA,"A2","Inlet SO at WwTW","Not Applicable","SX4106069270","","","GB108047004070","Cotehele Stream","TRIBUTARY OF RIVER TAMAR","","",62.11,17,20.33333333,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,241060,69270,50.50160538,-4.242559431,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8619",241062.2275,69271.2107999995,8619,"South West Water","METHERELL WWTW","METHERELL STW_SSO_METHERELL","NRA-SW-4999",NA,"A3","Storm tank at WwTW","Not Applicable","SX4106069270","","","GB108047004070","Cotehele Stream","TRIBUTARY OF RIVER TAMAR","","",2440.86,109,132.3333333,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,241060,69270,50.50160538,-4.242559431,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8620",201803.1056,44941.3647000007,8620,"South West Water","MEVAGISSEY PS","MEVAGISSEY SPST_PSCSOEO_MEVAGISSEY","300238/PC/01",NA,"A1","Storm discharge at pumping station","Not Applicable","SX0180044940","","","","","MEVAGISSEY BAY","","POLSTREATH BEACH",124.78,121,138,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",63,"Comms failure / issue","Resolved - Dec","Performance - Infiltration","Scheduled","Other improvements - non-WINEP/Green Recovery",NA,NA,201800,44940,50.27108598,-4.782703045,"England","Cornwall","St Austell and Newquay","","","","","EA"
"8626",247182.1208,53571.4919000007,8626,"South West Water","MILLBAY TANKS","MILBAY STORAGE TANK_CSOEO_PLYMOUTH","300820",300820,"A3","SO on sewer network","Not Applicable","SX4718053570","","","","","PLYMOUTH SOUND(E)","","PLYMOUTH HOE (WEST)",42.74,8,7.714285714,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",30,"Comms failure / issue","Resolved - Sep","","","",NA,NA,247180,53570,50.36214334,-4.149925199,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8634",246222.1258,54411.4875000007,8634,"South West Water","MILL BRIDGE CSO","MILLBRIDGE_CSO_PLYMOUTH","301751",301751,"A1","SO on sewer network","Not Applicable","SX4622054410","","","","","STONEHOUSE CREEK VIA SWS (EST)","","",6.1,8,7.285714286,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,246220,54410,50.36944202,-4.163755544,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8635",243552.2022,52291.4846999999,8635,"South West Water","MILLBROOK STW","MILLBROOK STW_SSO_MILLBROOK","NRA-SW-7829/FN/1",NA,"A2","Storm tank at WwTW","Not Applicable","SX4355052290","","","","","MILLBROOK LAKE","","",5.88,3,27,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","","","",NA,NA,243550,52290,50.3496861,-4.200389557,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8640",226112.5258,70601.1281000003,8640,"South West Water","MINIONS STW","MINIONS STW_SO_MINIONS","302132",NA,"A2","Inlet SO at WwTW","Not Applicable","SX2611070600","","","GB108048002320","Seaton","TRIB OF RIVER SEATON (S)","","",671.3,95,95,60,TRUE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,226110,70600,50.50930476,-4.453791118,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8641",226075.5221,71147.1187999994,8641,"South West Water","MINIONS CSO","MINIONS_CSO_MINIONS","301861",NA,"A1","SO on sewer network","Not Applicable","SX2607371146","","","GB108048002320","Seaton","EAST LOOE RIVER (S)","","",0,0,0,NA,FALSE,"Jan-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,226073,71146,50.51419943,-4.454566959,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8642",182793.4158,44891.1087999996,8642,"South West Water","OLD BRIDGE STREET CAR PARK CSO","MITCHELL HILL_CSO_TRURO","NPSWQD006230",NA,"A1","SO on sewer network","Not Applicable","SW8279044890","","","","","RIVER ALLEN","Fal Estuary","",0,0,10.71,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182790,44890,50.26394809,-5.049059412,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8643",185673.257,54861.0061000008,8643,"South West Water","MITCHELL PUMPING STATION","MITCHELL SPST_PSCSOEO_TRURO","302286",302286,"A1","Storm discharge at pumping station","Not Applicable","SW8567054860","","","GB108049000210","Benny Stream","BENNY STREAM(S)","","",0,0,0,NA,FALSE,"May-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,185670,54860,50.35453993,-5.014370056,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8645",202642.9655,59361.1435000002,8645,"South West Water","MOLINNIS COMBINED SEWER OVERFLOW","MOLINNIS_CSO_BUGLE","301683",301683,"A1","SO on sewer network","Not Applicable","SX0264059360","","","GB108048002310","Par River (Upper)","TRIBUTARY OF RIVER PAR","","",3.4,7,24.33333333,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",44,"Sensor failure / issue","Resolved - Dec","","","",NA,NA,202640,59360,50.40089816,-4.778481221,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8649",244742.1416,55361.4824999999,8649,"South West Water","MOON COVE CSO","MOON COVE NORTH YARD_CSO_PLYMOUTH","301992",301992,"A1","SO on sewer network","Not Applicable","SX4474055360","","","","","HAMOAZE (ESTUARINE)","","",0,0,0.8,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,244740,55360,50.37759042,-4.184943102,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8650",254091.9689,56681.5361000001,8650,"South West Water","MOORLAND ROAD CSO","MOORLAND RD_CSO_PLYMOUTH","301703",301703,"A1","SO on sewer network","Not Applicable","SX5409056680","","","GB108047003640","Tory Brook","TORY BROOK (VIA SWS)","","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,254090,56680,50.39184922,-4.054049195,"England","Plymouth","South West Devon","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8651",241002.2633,59961.4088000003,8651,"South West Water","MOORLANDS PSCSO/EO","MOORLANDS IND ESTATE SPS_PSCSOEO_SALTASH","300430/PE/01",302591,"A1","Storm discharge at pumping station","Not Applicable","SX4100059960","","","","","RIVER LYNHER ESTUARY","Tamar","",0,0,27,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,241000,59960,50.4179277,-4.239448522,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8658",244782.1438,54971.4828999992,8658,"South West Water","MORICE YARD CSO","MORICE YARD_CSO_PLYMOUTH","301991",301991,"A1","SO on sewer network","Not Applicable","SX4478054970","","","","","HAMOAZE (ESTUARINE)","","",0,0,0.8,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,244780,54970,50.37409618,-4.184219944,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8659",182883.4222,44291.1130999997,8659,"South West Water","MORLAIX AVENUE (FYFFES SLIPWAY) CSO","MORLAIX AV_CSO_FYFFES SLIPWAY","2894/22",NA,"A1","SO on sewer network","Not Applicable","SW8288044290","","","","","TRIB OF TRURO RIVER(ESTUARINE)","Fal Estuary","",0,0,14,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",53,"Power failure / issue","Resolved - Nov","","","",NA,NA,182880,44290,50.2585928,-5.047454343,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8662",147013.9896,26170.9277999997,8662,"South West Water","MOUSEHOLE PUMPING STATION","MOUSEHOLE SPS_PSCSOEO_MOUSEHOLE","301588",301588,"A1","Storm discharge at pumping station","Not Applicable","SW4701026170","","","","","MOUNTS BAY (COASTAL)","","",8.36,21,29,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","","","",NA,NA,147010,26170,50.08166931,-5.537701874,"England","Cornwall","St Ives","","","","","EA"
"8663",246092.1487,58461.4401999991,8663,"South West Water","MOWHAY ROAD NO.2 CSO","MOWHAY ROAD CSO_PLYMOUTH","302616",302616,"A1","SO on sewer network","Not Applicable","SX4609058460","","","","","HONICKNOWLE STREAM","Tamar","",1.9,3,1.285714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",72,"Power failure / issue","Resolved - Sep","","","",NA,NA,246090,58460,50.40580435,-4.167241398,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8664",192182.9773,74790.8280999996,8664,"South West Water","MOYLE ROAD CSO","MOYLE RD_CSO_PADSTOW","302975",302975,"A1","SO on sewer network","Not Applicable","SW9218074790","","","","","CAMEL ESTUARY (E)","Camel","ROCK BEACH",3.08,14,13.57142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,192180,74790,50.53587293,-4.934039854,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8668",245290.1477,53968.4845000003,8668,"South West Water","MUTTON COVE PUMPING STATION","MUTTON COVE SPS_PSCSOEO_PLYMOUTH","300824",300824,"A1","Storm discharge at pumping station","Not Applicable","SX4528853967","","","","","RIVER TAMAR (ESTUARINE)","","",61.01,33,55,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Performance - Infiltration","N/A - Ongoing investigation","Stage 1b: Confirmed ""asset maintenance"" issue",NA,NA,245288,53967,50.36521641,-4.176668768,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8669",179933.4222,36381.2035000008,8669,"South West Water","MYLOR BRIDGE WWTW","MYLOR STW_SO_MYLOR BRIDGE","302505",302505,"A2","Inlet SO at WwTW","Not Applicable","SW7993036380","","","","","MYLOR CREEK","Fal Estuary","",275.96,148,87.66666667,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,179930,36380,50.18646601,-5.084189662,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8670",179933.4222,36381.2035000008,8670,"South West Water","MYLOR BRIDGE WWTW","MYLOR STW_SSO_MYLOR BRIDGE","302505",302505,"A3","Storm tank at WwTW","Not Applicable","SW7993036380","","","","","MYLOR CREEK","Fal Estuary","",1217.44,79,105.8333333,40,TRUE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,179930,36380,50.18646601,-5.084189662,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8672",136933.9939,31910.7086999994,8672,"South West Water","NANCHERROW HILL CSO","NANCHERROW HILL_CSO_ST JUST","301815",NA,"A1","SO on sewer network","Not Applicable","SW3693031910","","","","","LOCAL STREAM (S)","","",1.83,2,2,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,136930,31910,50.12881051,-5.682253751,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8673",220822.3893,106410.5251,8673,"South West Water","NANNY MOORES BRIDGE CSO","NANNY MOORES BRIDGE_CSO_BUDE","301689",NA,"A1","SO on sewer network","Not Applicable","SS2082006410","","","GB108049007280","Lower River Strat","RIVER NEET (S)","","SUMMERLEAZE",0,0,0.285714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,220820,106410,50.8294233,-4.545672607,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8674",200713.1086,48251.3457999993,8674,"South West Water","NANSLADRON PUMPING STATION","NANSLADRON SPST_PSCSOEO_ST AUSTELL","302111",302111,"A1","Storm discharge at pumping station","Not Applicable","SX0071048250","","","GB108048002280","St Austell River","TRIBUTARY OF WHITE RIVER","","",0,0,0,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","","","",NA,NA,200710,48250,50.30045136,-4.799725054,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8675",204332.8761,67351.023,8675,"South West Water","BODMIN NANSTALLON WWTW","NANSTALLON STW_SSO_BODMIN","NRA-SW-6959",NA,"A2","Storm tank at WwTW","Not Applicable","SX0433067350","","","GB108049000190","Lower River Camel","RIVER CAMEL/ST LAWRENCE STR","Camel","",744.36,40,42.14285714,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,204330,67350,50.47323515,-4.758902042,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8678",193462.9088,79570.7754999995,8678,"South West Water","NEW POLZEATH PUMPING STATION","NEW POLZEATH SPS_PSCSOEO_POLZEATH","34547",NA,"A1","Storm discharge at pumping station","Not Applicable","SW9346079570","","","","","(E) POLZEATH BAY","","POLZEATH BEACH",0,0,1.857142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,193460,79570,50.57925685,-4.918654393,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8679",224032.5745,64121.2423999999,8679,"South West Water","NEW ROAD CSO","NEW ROAD_CSO_LISKEARD","303469",303469,"A1","SO on sewer network","Not Applicable","SX2403064120","","","GB108048001440","East Looe River","TRIBUTARY OF EAST LOOE RIVER","","EAST LOOE BEACH",32.78,7,13.42857143,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,224030,64120,50.45046277,-4.480046331,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8680",182973.4222,44161.1168000009,8680,"South West Water","PUMPING STATION AT NEWHAM","NEWHAM ROAD SPST_PSCSOEO_TRURO","303468",303468,"A1","Storm discharge at pumping station","Not Applicable","SW8297044160","","","","","TRURO RIVER (ESTUARINE)","Fal Estuary","",38.48,28,29,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182970,44160,50.2574584,-5.046119051,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8681",183413.4187,43291.1388000008,8681,"South West Water","TRURO (NEWHAM) STW","NEWHAM STW_SSO_TRURO","302707",302707,"A2","Storm tank at WwTW","Not Applicable","SW8341043290","","","","","TRURO RIVER ESTUARY(E)","Fal Estuary","",266.5,25,26,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,183410,43290,50.24980671,-5.039457807,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8682",182933.2655,56880.9583000001,8682,"South West Water","ST NEWLYN EAST WWTW","NEWLYN EAST STW_SO_NEWLYN EAST","NRA-SW-6625",NA,"A2","Inlet SO at WwTW","Not Applicable","SW8293056880","","","GB108049000220","Gannel (Lower)","RIVER GANNEL","","",55.04,63,51,50,TRUE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,182930,56880,50.37167621,-5.053995863,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
